name,class,description,weight
Advanced Saber-toothed Predator Gloves,BP_ZB_ShouTao_JianChiHu_2_c,slot,Boss,1.5/s,25,36,264,Gloves attached with Saber-toothed Predator's claw (Stats get enhanced further when inheriting gears). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.4
Advanced Saber-toothed Predator Leather Armor,BP_ZB_YiFu_JianChiHu_2_c,slot,Boss,1.5/s,25,36,264,Costume wrapped in Saber-toothed Predator Hide (Stats get enhanced further based on inherited gear). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
Advanced Saber-toothed Predator Leather Boots,BP_ZB_XieZi_JianChiHu_2_c,slot,Boss,1.5/s,25,36,264,Boots wrapped in Saber-toothed Predator Hide (Stats get enhanced further based on inherited gear). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.6
Advanced Saber-toothed Predator Leather Pants,BP_ZB_KuZi_JianChiHu_2_c,slot,Boss,1.5/s,25,36,264,Pants wrapped in Saber-toothed Predator Hide (Stats get enhanced further based on inherited gear). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
Advanced Saber-toothed Predator Necklace,BP_ZB_XiangLian_JianChiHu_2_c,slot,Boss,1.5/s,25,36,264,A necklace decorated with a Saber-toothed Predator's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
Advanced Saber-toothed Predator Ring,BP_ZB_JieZhi_JianChiHu_2_c,slot,Boss,1.5/s,25,36,264,A ring decorated with a Saber-toothed Predator's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
Saber-toothed Predator Gloves,BP_ZB_ShouTao_JianChiHu_c,slot,Boss,1.5/s,25,36,264,Gloves attached with Saber-toothed Predator's claw (Stats get enhanced further when inheriting gears). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.4
Saber-toothed Predator Leather Armor,BP_ZB_YiFu_JianChiHu_c,slot,Boss,1.5/s,25,36,264,Costume wrapped in Saber-toothed Predator Hide (Stats get enhanced further based on inherited gear). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
Saber-toothed Predator Leather Boots,BP_ZB_XieZi_JianChiHu_c,slot,Boss,1.5/s,25,36,264,Boots wrapped in Saber-toothed Predator Hide (Stats get enhanced further based on inherited gear). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.6
Saber-toothed Predator Leather Pants,BP_ZB_KuZi_JianChiHu_c,slot,Boss,1.5/s,25,36,264,Pants wrapped in Saber-toothed Predator Hide (Stats get enhanced further based on inherited gear). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
Saber-toothed Predator Necklace,BP_ZB_XiangLian_JianChiHu_c,slot,Boss,1.5/s,25,36,264,A necklace decorated with a Saber-toothed Predator's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
Saber-toothed Predator Ring,BP_ZB_JieZhi_JianChiHu_c,slot,Boss,1.5/s,25,36,264,A ring decorated with a Saber-toothed Predator's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Attack Speed +5%, Bleed Trigger Rate +50%,0.2
