name,class,description,weight
Advanced Giant Ape Gloves,BP_ZB_ShouTao_Boss_4_2_c,slot,Boss,1.5/s,25,36,264,Gloves attached with Vajra Ape's claw (Stats get enhanced further when inheriting gears). Set effects: Max Stamina +50, HP +0.5% per second,0.4
Advanced Giant Ape Leather Armor,BP_ZB_YiFu_Boss_4_2_c,slot,Boss,1.5/s,25,36,264,Costume wrapped in Vajra Ape Hide (Stats get enhanced further based on inherited gear). Set effects: Max Stamina +50, HP +0.5% every second,0.2
Advanced Giant Ape Leather Boots,BP_ZB_XieZi_Boss_4_2_c,slot,Boss,1.5/s,25,36,264,Boots wrapped in Vajra Ape Hide (Stats get enhanced further based on inherited gear). Set effects: Max Stamina +50, HP +0.5% every second,0.6
Advanced Giant Ape Leather Pants,BP_ZB_KuZi_Boss_4_2_c,slot,Boss,1.5/s,25,36,264,Pants wrapped in Vajra Ape Hide (Stats get enhanced further based on inherited gear). Set effects: Max Stamina +50, HP +0.5% every second,0.2
Advanced Giant Ape Necklace,BP_ZB_XiangLian_Boss_4_2_c,slot,Boss,1.5/s,25,36,264,A necklace decorated with a Vajra Ape's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Max Stamina +50, HP +0.5% per second,0.2
Advanced Giant Ape Ring,BP_ZB_JieZhi_Boss_4_2_c,slot,Boss,1.5/s,25,36,264,A ring decorated with a Vajra Ape's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Max Stamina +50, HP +0.5% per second,0.2
Giant Ape Gloves,BP_ZB_ShouTao_Boss_4_c,slot,Boss,1.5/s,25,36,264,Gloves attached with Vajra Ape's claw (Stats get enhanced further when inheriting gears). Set effects: Max Stamina +50, HP +0.5% per second,0.4
Giant Ape Leather Armor,BP_ZB_YiFu_Boss_4_c,slot,Boss,1.5/s,25,36,264,Costume wrapped in Vajra Ape Hide (Stats get enhanced further based on inherited gear). Set effects: Max Stamina +50, HP +0.5% every second,0.2
Giant Ape Leather Boots,BP_ZB_XieZi_Boss_4_c,slot,Boss,1.5/s,25,36,264,Boots wrapped in Vajra Ape Hide (Stats get enhanced further based on inherited gear). Set effects: Max Stamina +50, HP +0.5% every second,0.6
Giant Ape Leather Pants,BP_ZB_KuZi_Boss_4_c,slot,Boss,1.5/s,25,36,264,Pants wrapped in Vajra Ape Hide (Stats get enhanced further based on inherited gear). Set effects: Max Stamina +50, HP +0.5% every second,0.2
Giant Ape Necklace,BP_ZB_XiangLian_Boss_4_c,slot,Boss,1.5/s,25,36,264,A necklace decorated with a Vajra Ape's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Max Stamina +50, HP +0.5% per second,0.2
Giant Ape Ring,BP_ZB_JieZhi_Boss_4_c,slot,Boss,1.5/s,25,36,264,A ring decorated with a Vajra Ape's fang, capable of deterring enemies (Stats get enhanced further when inheriting gears). Set effects: Max Stamina +50, HP +0.5% per second,0.2
